title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
Lore (2012),tt1996310,109,76,"Drama,Romance,Thriller,War",2,2013,"As the Allies sweep across Germany, Lore leads her siblings on a journey that exposes them to the truth of their parents' beliefs. An encounter with a mysterious refugee forces Lore to rely on a person she has always been taught to hate.",Cate Shortland,"Saskia Rosendahl,Kai-Peter Malina,Nele Trebs,Ursina Lardi",
Top Gun (1986),tt0092099,110,,"Action,Drama,Romance",2,2013,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",Tony Scott,"Tom Cruise,Tim Robbins,Kelly McGillis,Val Kilmer",1056189
A Good Day to Die Hard (2013),tt1606378,98,28,"Action,Crime,Thriller",2,2013,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",John Moore,"Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead",
Beautiful Creatures (2013),tt1559547,124,52,"Drama,Fantasy,Romance",2,2013,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",Richard LaGravenese,"Alice Englert,Viola Davis,Emma Thompson,Alden Ehrenreich",
Safe Haven (2013),tt1702439,115,34,"Drama,Romance,Thriller",2,2013,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",Lasse Hallström,"Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons",
No (2012),tt2059255,118,81,Drama,2,2013,An ad executive comes up with a campaign to defeat Augusto Pinochet in Chile's 1988 referendum.,Pablo Larraín,"Gael García Bernal,Alfredo Castro,Antonia Zegers,Luis Gnecco",
A Glimpse Inside the Mind of Charles Swan III (2012),tt2044729,86,28,Comedy,2,2013,A graphic designer's enviable life slides into despair when his girlfriend breaks up with him.,Roman Coppola,"Charlie Sheen,Jason Schwartzman,Bill Murray,Katheryn Winnick",
Escape from Planet Earth (2013),tt0765446,89,35,"Animation,Adventure,Comedy,Family,Sci-Fi",2,2013,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,Cal Brunker,"Brendan Fraser,Sarah Jessica Parker,Jessica Alba,Rob Corddry",
Like Someone in Love (2012),tt1843287,109,76,Drama,2,2013,"In Tokyo, a young sex worker develops an unexpected connection with a widower over a period of two days.",Abbas Kiarostami,"Rin Takanashi,Tadashi Okuno,Ryô Kase,Denden",70242555
The Power of Few (2013),tt0817545,96,,"Action,Crime,Drama,Mystery,Thriller",2,2013,Religious conspiracy collides with urban crime in a story told from multiple perspectives.,Leone Marucci,"Christopher Walken,Juvenile,Christian Slater,Q'orianka Kilcher",70270733
Snitch (2013),tt0882977,112,51,"Action,Drama,Thriller",2,2013,A father goes undercover for the DEA in order to free his son who was imprisoned after being set up in drug deal.,Ric Roman Waugh,"Dwayne Johnson,Susan Sarandon,Jon Bernthal,Rafi Gavron",
Dark Skies (2013),tt2387433,97,50,"Horror,Sci-Fi,Thriller",2,2013,"As the Barret family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them.",Scott Stewart,"Keri Russell,Jake Brennan,Josh Hamilton,Dakota Goyo",70259395
Inescapable (2012),tt1844203,93,37,"Drama,Mystery,Romance,Thriller",2,2013,"Years after he left Damascus under suspicious circumstances, Adib Abdel Kareem must confront what he left behind when his daughter goes missing.",Ruba Nadda,"Alexander Siddig,Joshua Jackson,Marisa Tomei,Oded Fehr",70259257
"Bless Me, Ultima (2013)",tt1390398,106,65,"Drama,War",2,2013,"A drama set in New Mexico during WWII, centered on the relationship between a young man and an elderly medicine woman who helps him contend with the battle between good and evil that rages in his village.",Carl Franklin,"Luke Ganalon,Joseph A. Garcia,Miriam Colon,Benito Martinez",
Kai po che! (2013),tt2213054,120,40,"Drama,Sport",2,2013,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,"Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Amrita Puri",
Jack the Giant Slayer (2013),tt1351685,114,51,"Adventure,Fantasy",3,2013,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",Bryan Singer,"Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy",
21 & Over (2013),tt1711425,93,34,Comedy,3,2013,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",Jon Lucas,"Miles Teller,Justin Chon,Jonathan Keltz,Sarah Wright",
The Last Exorcism Part II (2013),tt2034139,88,35,"Drama,Horror,Thriller",3,2013,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",Ed Gass-Donnelly,"Ashley Bell,Julia Garner,Spencer Treat Clark,David Jensen",
Stoker (2013),tt1682180,99,58,"Drama,Thriller",3,2013,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",Chan-wook Park,"Mia Wasikowska,Nicole Kidman,Matthew Goode,Dermot Mulroney",
Phantom (2013),tt1922685,98,40,"History,Thriller,War",3,2013,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",Todd Robinson,"Ed Harris,Julian Adams,David Duchovny,William Fichtner",
A Place at the Table (2012),tt1736049,84,68,Documentary,3,2013,"A documentary that investigates incidents of hunger experienced by millions of Americans, and proposed solutions to the problem.",Kristi Jacobson,"Jeff Bridges,Tom Colicchio,Ken Cook,Mariana Chilton",
The End of Love (2012),tt1827578,89,56,Drama,3,2013,"When the mother of his infant son unexpectedly passes away, struggling actor Mark grapples with fatherhood and his inability to grow up. And when he sparks with a single mother, he learns how his choices have real-life consequences.",Mark Webber,"Mark Webber,Alia Shawkat,Shannyn Sossamon,Issac Love",
Hava Nagila: The Movie (2012),tt2244856,75,59,"Documentary,Comedy,History,Music",3,2013,"A documentary on the history, mystery, and meaning of the ubiquitous Jewish standard that follows the around-the-world journey of the song from Ukraine to Youtube. of the song ""Hava Nagila.""",Roberta Grossman,"Harry Belafonte,Regina Spektor,Glen Campbell,Leonard Nimoy",
"I, Me aur Main (2013)",tt2064816,,,Drama,3,2013,"As Ishaan, a music producer who has commitment issues with the women in his life, feels a connection with Gauri, his next-door neighbor, he begins to learn the importance of relationships.",Kapil Sharma,"John Abraham,Chitrangda Singh,Prachi Desai,Zarina Wahab",
Leonie (2010),tt1426328,102,40,"Biography,Drama",3,2013,"A film about the life and relationships of the early 20th American educator, editor, and journalist Leonie Gilmour, the mother of the acclaimed artist and architect Isamu Noguchi.",Hisako Matsui,"Emily Mortimer,Kazuko Yoshiyuki,Shidô Nakamura,Christina Hendricks",
The Lost Medallion: The Adventures of Billy Stone (2013),tt1390539,97,,"Adventure,Family,Fantasy",3,2013,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,Bill Muir,"Billy Unger,John Marengo,Sammi Hanratty,James Hong",
Oz the Great and Powerful (2013),tt1623205,130,44,"Adventure,Family,Fantasy",3,2013,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,Sam Raimi,"James Franco,Michelle Williams,Rachel Weisz,Mila Kunis",
Dead Man Down (2013),tt2101341,118,39,"Action,Crime,Drama,Thriller",3,2013,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",Niels Arden Oplev,"Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard",
Dupa dealuri (2012),tt2258281,150,79,Drama,3,2013,"The friendship between two young women who grew up in the same orphanage; one has found refuge at a convent in Romania and refuses to leave with her friend, who now lives in Germany.",Cristian Mungiu,"Cosmina Stratan,Cristina Flutur,Valeriu Andriuta,Dana Tapalaga",
The ABCs of Death (2012),tt1935896,129,43,"Comedy,Horror",3,2013,A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.,Kaare Andrews,"Ingrid Bolsø Berdal,Iván González,Kyra Zagorsky,Lucy Clements",70244439
Don't Stop Believin': Everyman's Journey (2012),tt1308756,105,53,"Documentary,Music",3,2013,"A documentary on Arnel Pineda, who was plucked from YouTube to become the new singer for the rock & roll band, Journey.",Ramona S. Diaz,"Arnel Pineda,Neal Schon,Jonathan Cain,Ross Valory",
Emperor (2012),tt2103264,105,48,"Drama,History",3,2013,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",Peter Webber,"Matthew Fox,Colin Moy,Tommy Lee Jones,Eriko Hatsune",
Das letzte Schweigen (2010),tt1361835,118,72,"Crime,Drama,Thriller",3,2013,13-year-old Sinikka vanishes on a hot summer night. Her bicycle is found in the exact place where a girl was killed 23 years ago. The dramatic present forces those involved in the original case to face their past.,Baran bo Odar,"Ulrich Thomsen,Claudia Michelsen,Wotan Wilke Möhring,Katrin Saß",
The Incredible Burt Wonderstone (2013),tt0790628,100,44,"Comedy,Romance",3,2013,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",Don Scardino,"Steve Carell,Luke Vanek,Steve Buscemi,Mason Cook",
The Call (2013),tt1911644,94,51,"Crime,Thriller",3,2013,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",Brad Anderson,"Halle Berry,Evie Thompson,Abigail Breslin,Morris Chestnut",
Ginger & Rosa (2012),tt2115295,90,69,Drama,3,2013,"A look at the lives of two teenage girls - inseparable friends Ginger and Rosa -- growing up in 1960s London as the Cuban Missile Crisis looms, and the pivotal event that comes to redefine their relationship.",Sally Potter,"Elle Fanning,Alice Englert,Annette Bening,Oliver Platt",
From Up on Poppy Hill (2011),tt1798188,91,71,"Animation,Drama,Family",3,2013,A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.,Gorô Miyazaki,"Sarah Bolger,Chris Noth,Anton Yelchin,Christina Hendricks",
Upside Down (2012),tt1374992,114,45,"Drama,Fantasy,Romance,Sci-Fi",3,2013,"Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love.",Juan Solanas,"Jim Sturgess,Kirsten Dunst,Timothy Spall,Blu Mankuma",
Reality (2012),tt1846487,116,76,"Comedy,Drama",3,2013,Luciano is a charming fishmonger whose unexpected and sudden obsession with being a contestant on a reality show leads him down a rabbit hole of skewed perceptions and paranoia.,Matteo Garrone,"Aniello Arena,Paola Minaccioni,Loredana Simioli,Nando Paone",
Spring Breakers (2012),tt2101441,94,63,"Action,Crime,Drama",3,2013,Four college girls hold up a restaurant in order to fund their spring break vacation. While partying/drinking/taking drugs they are arrested only to be bailed out by a drug and arms dealer.,Harmony Korine,"Vanessa Hudgens,Selena Gomez,Ashley Benson,Rachel Korine",
The Kitchen (2012),tt2011300,80,,"Comedy,Drama",3,2013,"Jennifer's thirtieth birthday party is supposed to be a special day. But what starts out as a day of celebration quickly spirals into a most ill-fated day Jennifer wishes she could forget, in this ensemble comedy set entirely in a kitchen.",Ishai Setton,"Laura Prepon,Jillian Clare,Bryan Greenberg,Dreama Walker",
Reincarnated (2012),tt2312602,96,42,"Documentary,Music",3,2013,"Hip-Hop artist Snoop Dogg changes his name to Snoop Lion, travels to Jamaica, immerses himself in Rastafarian culture, and produces his first reggae record.",Andy Capper,"Snoop Dogg,Dr. Dre,Damian Marley,Theocracy Reign Ivine Order of the Nyahbinghi",
K-11 (2012),tt1329177,88,21,Drama,3,2013,"A record producer comes around after binging on drink and drugs. He finds himself in a section of the Los Angeles County Jail reserved for homosexuals, which is ruled by a transsexual named Mousey.",Jules Stewart,"Goran Visnjic,Kate del Castillo,D.B. Sweeney,Portia Doubleday",70262456
Mindless Behavior: All Around the World (2013),tt2621126,86,,Documentary,3,2013,A documentary that follows the R&B;/hip-hop boy band as they travel across the US on their first major headlining tour.,Steven Goldfried,"Princeton,Roc Royal,Ray Ray,Myles Brown",
Olympus Has Fallen (2013),tt2302755,119,41,"Action,Thriller",3,2013,"Disgraced former Presidential guard Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",Antoine Fuqua,"Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett",
The Croods (2013),tt0481499,98,55,"Animation,Adventure,Comedy,Family,Fantasy",3,2013,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",Kirk De Micco,"Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener",
Admission (2013),tt1814621,107,48,"Comedy,Drama,Romance",3,2013,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,Paul Weitz,"Tina Fey,Paul Rudd,Nat Wolff,Gloria Reuben",
The Sapphires (2012),tt1673697,103,67,"Biography,Comedy,Drama,Music,Musical",3,2013,"It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when their all-girl group The Sapphires entertain the US troops in Vietnam.",Wayne Blair,"Chris O'Dowd,Deborah Mailman,Jessica Mauboy,Shari Sebbens",
Starbuck (2011),tt1756750,109,49,"Comedy,Drama",3,2013,"As his lover announces her pregnancy, a fortysomething slacker receives other life-changing news: 142 people, all of them the result of artificial insemination, have filed a class action lawsuit against him, their biological father.",Ken Scott,"Patrick Huard,Julie LeBreton,Antoine Bertrand,Dominic Philie",70209149
Gimme the Loot (2012),tt2139919,81,81,"Comedy,Crime,Drama",3,2013,"When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.",Adam Leon,"Ty Hickson,Tashiana Washington,Joshua Rivera,Zoë Lescaze",70234896
Love and Honor (2013),tt1976989,100,28,"Drama,Romance,War",3,2013,"When a young soldier in Vietnam gets dumped by his hometown girl, he and his best friend decide to go AWOL and return to the States to win her back.",Danny Mooney,"Liam Hemsworth,Teresa Palmer,Aimee Teegarden,Austin Stowell",70262784
No Place on Earth (2012),tt2343266,83,58,"Documentary,War",3,2013,A cave exploration in Ukraine leads to the unearthing of a story of World War II survivors who once found shelter in the same cave.,Janet Tobias,"Chris Nicola,Fruzsina Pelikán,Saul Stermer,Sam Stermer",
My Brother the Devil (2012),tt2076897,111,71,Drama,3,2013,Two teenage brothers must face their own prejudices head on if they are to survive the perils of being British Arabs growing up on the streets of gangland London.,Sally El Hosaini,"James Floyd,Elarica Gallacher,Fady Elsayed,Saïd Taghmaoui",
Hunky Dory (2011),tt1727300,110,46,"Comedy,Drama,Music",3,2013,"In the heat of the summer of 1976, drama teacher Vivienne fights sweltering heat and general teenage apathy to put on an end-of-term version of Shakespeare's The Tempest.",Marc Evans,"Minnie Driver,Kristian Gwilliam,Adam Byard,Aled Pugh",
Come Out and Play (2012),tt2341664,87,44,Horror,3,2013,"A couple take a vacation to a remote island - their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present - an observation that quickly presents a nightmarish reality.",Makinov,"Ebon Moss-Bachrach,Vinessa Shaw,Daniel Giménez Cacho,Gerardo Taracena",
InAPPropriate Comedy (2013),tt1754811,83,1,Comedy,3,2013,"In this comedy film, a computer tablet full of the world's most hilariously offensive apps breaks through the borders of political correctness, stirring up cultural anarchy.",Vince Offer,"Adrien Brody,Lindsay Lohan,Michelle Rodriguez,Rob Schneider",70270771
Murph: The Protector (2013),tt1790825,79,60,Documentary,3,2013,"A documentary based on the honor, courage and commitment of Navy SEAL LT Michael P. Murphy, who gave his life for his men in 2005 and was posthumously awarded the Medal of Honor in 2007.",Scott Mactavish,"John McElhone,Hector Velez Jr.,Michael P. Murphy,Maureen Murphy",
The Happy Poet (2010),tt1605765,85,49,"Comedy,Drama,Romance",3,2013,"A poet who starts a health-conscious food stand finds support from his friends, as well as a potential love match with one of his customers. But will unexpected complications jeopardize his dreams of a hot dog-free future?",Paul Gordon,"Paul Gordon,Jonny Mars,Chris Doubek,Liz Fisher",
G.I. Joe: Retaliation (2013),tt1583421,110,41,"Action,Adventure,Sci-Fi,Thriller",3,2013,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Jon M. Chu,"Dwayne Johnson,Channing Tatum,Adrianne Palicki,Byung-hun Lee",
The Host (2013),tt1517260,125,35,"Adventure,Romance,Sci-Fi,Thriller",3,2013,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",Andrew Niccol,"Saoirse Ronan,Max Irons,Jake Abel,Diane Kruger",
Temptation: Confessions of a Marriage Counselor (2013),tt2070862,111,26,"Drama,Thriller",3,2013,"An ambitious married woman's temptation by a handsome billionaire leads to betrayal, recklessness, and forever alters the course of her life.",Tyler Perry,"Jurnee Smollett-Bell,Vanessa Williams,Brandy Norwood,Kim Kardashian West",
The Place Beyond the Pines (2012),tt1817273,140,68,"Crime,Drama,Thriller",3,2013,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",Derek Cianfrance,"Ryan Gosling,Bradley Cooper,Eva Mendes,Craig Van Hook",
Room 237 (2012),tt2085910,102,80,Documentary,3,2013,"An exploration of various interpretations of Stanley Kubrick's horror film, The Shining (1980).",Rodney Ascher,"Bill Blakemore,Geoffrey Cocks,Juli Kearns,John Fell Ryan",
Welcome to the Punch (2013),tt1684233,99,49,"Action,Crime,Thriller",3,2013,"When a notorious criminal is forced to return to London, it gives a detective one last chance to take down the man he's always been after.",Eran Creevy,"James McAvoy,Mark Strong,Andrea Riseborough,Peter Mullan",70243570
Wrong (2012),tt1901040,94,58,"Comedy,Mystery",3,2013,"Dolph Springer wakes up one morning to realize he has lost the love of his life, his dog, Paul. During his quest to get Paul (and his life) back, Dolph radically changes the lives of others -- risking his sanity all the while.",Quentin Dupieux,"Jack Plotnick,Todd Giebenhain,Eric Judor,Alexis Dziena",
Courageous (2013),tt2344678,150,,"Action,Comedy",3,2013,"When a temple priest commits suicide after being dishonored by an evil landlord, his son returns to his native village on a mission of vengeance.",Sajid Khan,"Ajay Devgn,Tamannaah Bhatia,Mahesh Manjrekar,Paresh Rawal",
Mental (2012),tt1655416,116,42,"Comedy,Drama",3,2013,"A charismatic, crazy hothead transforms a family's life when she becomes the nanny of five girls whose mother has cracked from her husband's political ambitions and his infidelity.",P.J. Hogan,"Toni Collette,Anthony LaPaglia,Liev Schreiber,Rebecca Gibney",70270770
Snow White (2012),tt1854513,104,82,"Drama,Fantasy",3,2013,A twist on the Snow White fairy tale that is set in 1920s Seville and centered on a female bullfighter.,Pablo Berger,"Maribel Verdú,Emilio Gavira,Daniel Giménez Cacho,Ángela Molina",
Evil Dead (2013),tt1288558,91,57,Horror,4,2013,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods. The evil presence possesses them until only one is left to fight for survival.",Fede Alvarez,"Jane Levy,Shiloh Fernandez,Jessica Lucas,Lou Taylor Pucci",
Jurassic Park (1993),tt0107290,127,68,"Adventure,Sci-Fi,Thriller",4,2013,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",Steven Spielberg,"Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough",
Trance (2013),tt1924429,101,61,"Crime,Drama,Mystery,Thriller",4,2013,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,Danny Boyle,"James McAvoy,Rosario Dawson,Vincent Cassel,Danny Sapani",
The Company You Keep (2012),tt1381404,125,57,"Drama,Thriller",4,2013,A former Weather Underground activist goes on the run from a journalist who has discovered his identity.,Robert Redford,"Robert Redford,Brit Marling,Stanley Tucci,Nick Nolte",
Simon Killer (2012),tt1790834,101,63,Drama,4,2013,"A recent college graduate flees to Paris after a break-up, where his involvement with a prostitute begins to reveal a potentially dark recent past.",Antonio Campos,"Brady Corbet,Mati Diop,Lila Salet,Michaël Abiteboul",70227948
Upstream Color (2013),tt2084989,96,81,"Drama,Sci-Fi",4,2013,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",Shane Carruth,"Amy Seimetz,Frank Mosley,Shane Carruth,Andrew Sensenig",70265224
No Place on Earth (2012),tt2343266,83,58,"Documentary,War",4,2013,A cave exploration in Ukraine leads to the unearthing of a story of World War II survivors who once found shelter in the same cave.,Janet Tobias,"Chris Nicola,Fruzsina Pelikán,Saul Stermer,Sam Stermer",
Free Angela and All Political Prisoners (2012),tt2350432,102,73,Documentary,4,2013,"A documentary that chronicles the life of young college professor Angela Davis, and how her social activism implicates her in a botched kidnapping attempt that ends with a shootout, four dead, and her name on the FBI's 10 most wanted list.",Shola Lynch,"Angela Davis,Eisa Davis",
The Brass Teapot (2012),tt1935902,101,43,"Comedy,Fantasy,Thriller",4,2013,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",Ramaa Mosley,"Juno Temple,Michael Angarano,Alexis Bledel,Billy Magnussen",70260476
Eddie: The Sleepwalking Cannibal (2012),tt1480658,90,57,"Comedy,Horror",4,2013,"A painter struggling for inspiration finds an unexpected muse after he accepts a teaching position in a small town and becomes the caregiver to Eddie, a seemingly docile art student with a rare sleepwalking condition.",Boris Rodriguez,"Thure Lindhardt,Georgina Reilly,Dylan Smith,Paul Braunstein",
6 Souls (2010),tt1179069,112,28,"Horror,Mystery,Thriller",4,2013,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,Måns Mårlind,"Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,Frances Conroy",
42 (2013),tt0453562,128,62,"Biography,Drama,Sport",4,2013,The story of Jackie Robinson from his signing with the Brooklyn Dodgers organization in 1945 to his historic 1947 rookie season when he broke the color barrier in Major League Baseball.,Brian Helgeland,"Chadwick Boseman,T.R. Knight,Harrison Ford,Nicole Beharie",
Scary Movie 5 (2013),tt0795461,86,11,Comedy,4,2013,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",Malcolm D. Lee,"Simon Rex,Ashley Tisdale,Charlie Sheen,Lindsay Lohan",70253160
To the Wonder (2012),tt1595656,112,58,"Drama,Romance",4,2013,"After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood.",Terrence Malick,"Ben Affleck,Olga Kurylenko,Javier Bardem,Rachel McAdams",70257861
Antiviral (2012),tt2099556,108,55,"Horror,Sci-Fi,Thriller",4,2013,"In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery.",Brandon Cronenberg,"Caleb Landry Jones,Lisa Berry,Sarah Gadon,Malcolm McDowell",
It's a Disaster (2012),tt1995341,88,57,"Comedy,Drama",4,2013,Four couples meet for Sunday brunch only to discover they are stuck in a house together as the world may be about to end.,Todd Berger,"Rachel Boston,Laura Adkin,Kevin M. Brennan,David Cross",
The Angels' Share (2012),tt1924394,101,66,"Comedy,Crime,Drama",4,2013,"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.",Ken Loach,"Paul Brannigan,John Henshaw,Roger Allam,Gary Maitland",70242557
Disconnect (2012),tt1433811,115,64,"Drama,Thriller",4,2013,A drama centered on a group of people searching for human connections in today's wired world.,Henry Alex Rubin,"Jason Bateman,Jonah Bobo,Haley Ramm,Hope Davis",
Into the White (2012),tt1876277,104,,"Drama,War",4,2013,"Norway, WWII: A group of British and German soldiers find themselves stranded in the wilderness after an aircraft battle. Finding shelter in the same cabin, they realize the only way to survive the winter is to place the rules of war aside.",Petter Næss,"Florian Lukas,David Kross,Lachlan Nieboer,Stig Henrik Hoff",70271450
Not Today (2013),tt1564870,118,,Drama,4,2013,"While on vacation with friends in Hyderabad, India, Caden Welles - a privileged young man with the world at his disposal - takes an unexpected turn in life after initially refusing to help a starving man and his daughter.",Jon Van Dyke,"Cody Longo,Walid Amini,John Schneider,Shari Rigby",
Oblivion (2013),tt1483013,124,54,"Action,Adventure,Mystery,Sci-Fi",4,2013,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,Joseph Kosinski,"Tom Cruise,Morgan Freeman,Andrea Riseborough,Olga Kurylenko",
The Lords of Salem (2012),tt1731697,101,57,"Horror,Thriller",4,2013,"Heidi, a radio DJ, is sent a box containing a record -- a ""gift from the Lords."" The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?",Rob Zombie,"Sheri Moon Zombie,Meg Foster,Bruce Davison,Jeff Daniel Phillips",
Filly Brown (2012),tt1869425,80,57,"Drama,Music",4,2013,A promising hip-hop rhymer from Los Angeles finds herself in a gray area when a record producer offers her a compromising shot at stardom.,Youssef Delara,"Gina Rodriguez,Jenni Rivera,Lou Diamond Phillips,Edward James Olmos",70227938
Dans la maison (2012),tt1964624,105,72,"Comedy,Drama,Mystery,Thriller",4,2013,A high school French teacher is drawn into a precocious student's increasingly transgressive story about his relationship with a friend's family.,François Ozon,"Fabrice Luchini,Vincent Schmitt,Ernst Umhauer,Kristin Scott Thomas",
Pain & Gain (2013),tt1980209,129,45,"Action,Comedy,Crime,Drama",4,2013,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,Michael Bay,"Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub",
The Big Wedding (2013),tt1931435,89,28,Comedy,4,2013,A long-divorced couple fakes being married as their family unites for a wedding.,Justin Zackham,"Robert De Niro,Diane Keaton,Katherine Heigl,Amanda Seyfried",
Mud (2012),tt1935179,130,76,Drama,4,2013,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,Jeff Nichols,"Matthew McConaughey,Tye Sheridan,Jacob Lofland,Sam Shepard",
Kon-Tiki (2012),tt1613750,118,62,"Adventure,History",4,2013,"Legendary explorer Thor Heyerdal's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.",Joachim Rønning,"Pål Sverre Hagen,Anders Baasmo Christiansen,Gustaf Skarsgård,Odd-Magnus Williamson",
Arthur Newman (2012),tt1930546,101,42,Drama,4,2013,"A story of a man who fakes his own death and assumes a new identity in order to escape his life, who then moves in with a woman who is also trying to leave her past behind.",Dante Ariola,"Colin Firth,Emily Blunt,Anne Heche,Sterling Beaumon",70259262
At Any Price (2012),tt1937449,105,60,"Drama,Thriller",4,2013,"A farming family's business is threatened by an unexpected crisis, further testing the relationship between a father and his rebellious son.",Ramin Bahrani,"Dennis Quaid,Zac Efron,Kim Dickens,Heather Graham",
The Reluctant Fundamentalist (2012),tt2032557,130,54,"Drama,Thriller",4,2013,"A young Pakistani man is chasing corporate success on Wall Street. He finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.",Mira Nair,"Riz Ahmed,Liev Schreiber,Kiefer Sutherland,Kate Hudson",70258408
