title,unique_id,run_time,metascore,genres,month,year,description,director,stars,netflix_id
Last Night (2010),tt1294688,93,50,"Drama,Romance",5,2011,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted to. While he's resisting temptation, his wife encounters her past love.",Massy Tadjedin,"Keira Knightley,Sam Worthington,Eva Mendes,Guillaume Canet",70117299
Hobo with a Shotgun (2011),tt1640459,86,55,"Action,Comedy,Thriller",5,2011,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",Jason Eisener,"Rutger Hauer,Pasha Ebrahimi,Robb Wells,Brian Downey",
Passion Play (2010),tt1396221,94,22,"Drama,Fantasy,Romance",5,2011,An angel under the thumb of a ruthless gangster is saved by a trumpet player down on his luck.,Mitch Glazer,"Mickey Rourke,Megan Fox,Bill Murray,Kelly Lynch",
There Be Dragons (2011),tt1316616,122,33,"Biography,Drama,War",5,2011,"Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.",Roland Joffé,"Charlie Cox,Wes Bentley,Dougray Scott,Rodrigo Santoro",
Bridesmaids (2011),tt1478338,125,75,"Comedy,Romance",5,2011,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Paul Feig,"Kristen Wiig,Maya Rudolph,Rose Byrne,Terry Crews",
Priest (2011),tt0822847,87,41,"Action,Fantasy,Horror,Sci-Fi,Thriller",5,2011,A priest disobeys church law to track down the vampires who kidnapped his niece.,Scott Stewart,"Paul Bettany,Cam Gigandet,Maggie Q,Karl Urban",
Hesher (2010),tt1403177,106,45,Drama,5,2011,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,Spencer Susser,"Joseph Gordon-Levitt,Devin Brochu,Natalie Portman,Rainn Wilson",
Everything Must Go (2010),tt1531663,97,65,"Comedy,Drama",5,2011,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",Dan Rush,"Will Ferrell,Rebecca Hall,Christopher Jordan Wallace,Michael Peña",
Go for It! (2011),tt1307926,105,44,"Drama,Musical",5,2011,"A student must decide between follwing her dream to become a dancer, or to follow the wishes of her family.",Carmen Marron,"Aimee Garcia,Al Bandiero,Jossara Jinaro,Gina Rodriguez",
Skateland (2010),tt1312254,96,51,Drama,5,2011,"In the early 1980s, in small-town Texas, dramatic events force a 19-year-old skating rink manager to look at his life in a very new way.",Anthony Burns,"Shiloh Fernandez,Ashley Greene,Heath Freeman,Brett Cullen",
L'amour fou (2010),tt1606382,98,63,Documentary,5,2011,"A documentary on the relationship between fashion designer Yves Saint-Laurent and his lover, Pierre Berge.",Pierre Thoretton,"Yves Saint-Laurent,Pierre Bergé,Betty Catroux,Loulou De La Falaise",
Nanjing! Nanjing! (2009),tt1124052,133,85,"Drama,History,War",5,2011,"In 1937, Japan occupied Nanjing, the Chinese capital. There was a battle and subsequent atrocities against the inhabitants, especially those who took refuge in the International Security Zone.",Chuan Lu,"Ye Liu,Wei Fan,Hideo Nakaizumi,Yuanyuan Gao",
Pirates of the Caribbean: On Stranger Tides (2011),tt1298650,136,45,"Action,Adventure,Fantasy",5,2011,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",Rob Marshall,"Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush",
Midnight in Paris (2011),tt1605783,94,81,"Comedy,Fantasy,Romance",5,2011,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Woody Allen,"Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller",
Louder Than a Bomb (2010),tt1540978,99,77,Documentary,5,2011,"By turns hopeful and heartbreaking, Louder Than a Bomb follows the fortunes of four Chicago-area high school poetry teams as they prepare for and compete in the world's largest youth slam.",Greg Jacobs,"Kevin Coval,Adam Gottlieb,Elizabeth Graf,Kevin Harris",
The Hangover Part II (2011),tt1411697,102,44,Comedy,5,2011,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",Todd Phillips,"Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha",
Kung Fu Panda 2 (2011),tt1302011,91,67,"Animation,Action,Adventure,Comedy,Drama,Family",5,2011,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",Jennifer Yuh,"Jack Black,Angelina Jolie,Jackie Chan,Dustin Hoffman",
The Tree of Life (2011),tt0478304,139,85,"Drama,Fantasy",5,2011,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",Terrence Malick,"Brad Pitt,Sean Penn,Jessica Chastain,Hunter McCracken",
X-Men: First Class (2011),tt1270798,132,65,"Action,Adventure,Sci-Fi",6,2011,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",Matthew Vaughn,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon",
Beginners (2010),tt1532503,105,81,"Comedy,Drama,Romance",6,2011,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",Mike Mills,"Ewan McGregor,Christopher Plummer,Mélanie Laurent,Goran Visnjic",
Submarine (2010),tt1440292,97,76,"Comedy,Drama,Romance",6,2011,"15-year-old Oliver Tate has two objectives: To lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life.",Richard Ayoade,"Craig Roberts,Sally Hawkins,Paddy Considine,Noah Taylor",
Beautiful Boy (2010),tt1533013,100,62,Drama,6,2011,"A married couple on the verge of separation are leveled by the news their 18-year-old son committed a mass shooting at his college, then took his own life.",Shawn Ku,"Michael Sheen,Maria Bello,Kyle Gallner,Logan South",
Rejoice and Shout (2010),tt1600435,115,72,Documentary,6,2011,A documentary on Gospel music's 200-year history.,Don McGlynn,"Smokey Robinson,Mavis Staples,Willa Ward,Bill Carpenter",
Super 8 (2011),tt1650062,112,72,"Mystery,Sci-Fi,Thriller",6,2011,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",J.J. Abrams,"Elle Fanning,AJ Michalka,Kyle Chandler,Joel Courtney",
Judy Moody and the Not Bummer Summer (2011),tt1547230,91,37,"Comedy,Family",6,2011,Third grader Judy Moody sets out to have the most thrilling summer of her life.,John Schultz,"Jordana Beatty,Heather Graham,Parris Mosteller,Janet Varney",
Trollhunter (2010),tt1740707,103,61,"Comedy,Drama,Fantasy,Horror",6,2011,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",André Øvredal,"Otto Jespersen,Robert Stoltenberg,Knut Nærum,Glenn Erland Tosterud",70170065
The Trip (2010),tt1740047,112,,"Comedy,Drama",6,2011,"Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon.",Michael Winterbottom,"Steve Coogan,Rob Brydon,Paul Popplewell,Margo Stilley",70154139
Bride Flight (2008),tt1094241,130,60,Drama,6,2011,"A romantic drama that charts the lives of three women from different backgrounds, forever changed when they emigrate to New Zealand as war brides.",Ben Sombogaart,"Karina Smulders,Anna Drijver,Elise Schaap,Pleuni Touw",
Viva Riva! (2010),tt1723120,98,65,"Drama,Thriller",6,2011,"Riva is an operator, a man with charm and ambition in equal measure. Kinshasa is an inviting place. With petrol in short supply in DRC's capital, he and his sidekick pursue a plot to get hold of a secret cache - barrels of fuel they can sell for a huge profit. Of course they're not the only ones who want the stuff. Cesar is a ruthless, sharply dressed foreigner thriving in Kinshasa's lawless streets. A female military officer joins the fray. Even the church will betray its tenets for a piece of the action. But Riva's main nemesis is Azor, a crime boss in the classic style: big, decadent and brutal. He's not a man to mess with, but his girlfriend, Nora, may just be the most seductive woman in all of DRC. Riva catches sight of her dancing at a nightclub and it's not long before Nora matches the fuel cache as a coveted object of his lust.",Djo Munga,"Patsha Bay,Manie Malone,Diplome Amekindra,Hoji Fortuna",
Green Lantern (2011),tt1133985,114,39,"Action,Adventure,Romance,Sci-Fi,Thriller",6,2011,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Martin Campbell,"Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong",
Mr. Popper's Penguins (2011),tt1396218,94,53,"Comedy,Family,Fantasy",6,2011,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",Mark Waters,"Jim Carrey,Carla Gugino,Angela Lansbury,Ophelia Lovibond",
The Art of Getting By (2011),tt1645080,83,36,"Drama,Romance",6,2011,"George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",Gavin Wiesen,"Freddie Highmore,Emma Roberts,Michael Angarano,Sasha Spielberg",
Buck (2011),tt1753549,88,76,Documentary,6,2011,"An examination of the life of acclaimed 'horse whisperer' Buck Brannaman, who recovered from years of child abuse to become a well-known expert in the interactions between horses and people.",Cindy Meehl,"Buck Brannaman,Gary Myers,Bibb Frazier,Betty Staley",
Page One: Inside the New York Times (2011),tt1787777,92,68,Documentary,6,2011,Unprecedented access to the New York Times newsroom yields a complex view of the transformation of a media landscape fraught with both peril and opportunity.,Andrew Rossi,"David Carr,Sarah Ellison,Larry Ingrassia,Dennis Crowley",
Cars 2 (2011),tt1216475,106,57,"Animation,Adventure,Comedy,Family,Sport",6,2011,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,John Lasseter,"Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer",
Bad Teacher (2011),tt1284575,92,47,Comedy,6,2011,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",Jake Kasdan,"Cameron Diaz,Jason Segel,Justin Timberlake,Lucy Punch",
A Better Life (2011),tt1554091,98,64,Drama,6,2011,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.,Chris Weitz,"Demian Bichir,José Julián,Eddie 'Piolin' Sotelo,Joaquín Cosio",
Conan O'Brien Can't Stop (2011),tt1864288,89,64,"Documentary,Comedy,Music",6,2011,"A documentary on Conan O'Brien's comedy tour of the U.S. and Canada after leaving his post at ""The Tonight Show"" and severing his relationship with NBC.",Rodman Flender,"Conan O'Brien,Andy Richter,Stephen Colbert,Jimmy Vivino",
Año bisiesto (2010),tt1537401,94,71,Drama,6,2011,"Laura's personal life consists of one affair after another. She meets Arturo, and the pair enter into an intense, violent sexual relationship. As days go by, Laura crosses out the days on a calendar, revealing her secret past to her lover.",Michael Rowe,"Mónica Del Carmen,Gustavo Sánchez Parra,Armando Hernández,Diego Chas",
Turtle: The Incredible Journey (2009),tt0970521,81,56,Documentary,6,2011,"A little loggerhead turtle follows in the path of her ancestors on one of the most extraordinary journeys in the natural world. Born on a beach in Florida, she rides the Gulf Stream all the way to the frozen north and ultimately swims around the entire North Atlantic to Africa and back to the beach where she was born.",Nick Stringer,"Miranda Richardson,Hannelore Elsner,Georgina Verbaan",
The Names of Love (2010),tt1646974,100,62,Comedy,6,2011,"A young, extroverted left-wing activist who sleeps with her political opponents to convert them to her cause is successful until she meets her match.",Michel Leclerc,"Sara Forestier,Jacques Gamblin,Zinedine Soualem,Carole Franck",
Transformers: Dark of the Moon (2011),tt1399103,154,42,"Action,Adventure,Sci-Fi",7,2011,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,"Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel",
Larry Crowne (2011),tt1583420,98,41,"Comedy,Drama,Romance",7,2011,"After losing his job, a middle-aged man reinvents himself by going back to college.",Tom Hanks,"Tom Hanks,Julia Roberts,Sarah Mahoney,Roxana Ortega",
Monte Carlo (2011),tt1067774,109,43,"Adventure,Comedy,Romance",7,2011,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,Thomas Bezucha,"Selena Gomez,Leighton Meester,Katie Cassidy,Cory Monteith",
Terri (2011),tt1687281,105,72,"Comedy,Drama",7,2011,The story of a large fifteen-year-old boy in a small town as he struggles to adjust to his difficult life.,Azazel Jacobs,"John C. Reilly,Jacob Wysocki,Bridger Zadina,Creed Bratton",
The Perfect Host (2010),tt1334553,93,48,"Comedy,Crime,Thriller",7,2011,A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.,Nick Tomnay,"David Hyde Pierce,Clayne Crawford,Nathaniel Parker,Tyrees Allen",70129462
Crime After Crime (2011),tt1746153,95,72,"Documentary,Biography,Crime,News",7,2011,"The story of the battle to free Debbie Peagler, an incarcerated survivor of brutal domestic violence. Over 26 years in prison cannot crush the spirit of this determined African-American woman, despite the injustices she has experienced, first at the hands of a duplicitous boyfriend who beat her and forced her into prostitution, and later by prosecutors who cornered her into a life behind bars for her connection to the murder of her abuser. Her story takes an unexpected turn two decades later when a pair of rookie land-use attorneys cut their teeth on her case -- and attract global attention to the troubled intersection of domestic violence and criminal justice.",Yoav Potash,"Deborah Peagler,Joshua Safran,Nadia Costa,Yoav Potash",
